city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,details,price_per_meter,age_category
الرياض,حي ديراب,جنوب شرقي,375,0,5,5,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,50000,"بسم الله ماشالله تبارك الله  
الرياض حي ديراب أو مشارف الحزم 
فيلا للايجار جديده على شارعين ٢٠ في ٢٠
جنوبيه غربيه
 المساحه ٣٧٥
درج صاله 
طبعا واسعه وكبيره جدا وتصميم ممتاز وفخم
سيراميك وديكورات حديثه وتصميم فخم ورائع 
يتكون الدور الأرضي من :
ملحق أو ...",133.33,New
الرياض,حي الملقا,4 شوارع,300,3,4,4,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,140000,"@4tunerealty

للايجار فلل داخل كمباوند بيوت التلال الذكية بحي الملقا
 مدخل خاص ومدخل كراج الدور الارضي مجالس وغرفة خادمة وغرفة غسيل
 الدور العلوي 3 غرف نوم منها واحدة ماستر ومجلس مطل على الحديقة 
مؤثثة بالكامل مع حديقة مشتركة ونادي رياضي ومسبح وساونا...",466.67,Modern
الرياض,حي المونسية,شرق,388,0,6,4,3,0,1,1,0,0,0,0,1,1,0,1,1,0,1,70000,موقع مميز طريق التخصصي مقابل سكه القطار,180.41,New
الرياض,حي اشبيلية,غرب,250,0,5,3,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,58000,"فيلا للايجار بحي القادسيه مساحه 250 تتكون من حوش+ مدخل سياره+ مشب+ مجلس رجال +مقلط +صاله +مجلس نساء+
غرفة كبار السن او معاقين + الدور الاول 4 غرف وصاله منهم غرفتين ماستر عرض الشارع 20غربي  السعر 58الف دفعتين كل ستة اشهر دفعه +يوجد فيها شقه مكونه من 3...",232.0,New
الرياض,حي العريجاء الوسطى,شرق,400,35,5,5,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,100000,عقارمميزعلى الشارع العام قريب من جميع الخدمات ينفع سكن عمال متوفرعددكبيرمن. الغرف ودورات المياه السعريمكن التفاوض فيه مرونه بين المؤجروالمستأجرالعرض من المالك مباشره نرحب بتواصلكم عبرالواتساب لايوفرصورمن المعروضه,250.0,Old
الرياض,حي العارض,شرق,340,0,5,5,3,0,1,1,1,0,1,0,1,1,0,0,1,1,0,220000,"بسم الله الرحمن الرحيم..
عباره عن فيلا جديده
تكييف مخفي الدور الارضي والماستر روم
وغرف الاطفال اسبليت
مسبح
مؤسس مصعد
غرفة خادمه وغرفة غسيل ومستودع في الدور الارضي
دورات المياه مخفي
السطح حديقة وغرفة اطفال وغرفة ضيافه",647.06,New
الرياض,حي العارض,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,New
الرياض,حي الورود,غرب,1392,15,7,5,4,1,1,1,1,0,1,1,0,1,1,0,1,0,0,350000,"قصر مصغر للايجار 
يتكون من مجلس خارجي به مجلس ومقلط ومطبخ ودوره مياه مع مغاسل ومطبخ وصاله
 وبالدور الاسفل البيسمنت يوجد به غرفتين نوم وبوفيه وصاله
غرفه سائق وغرفة حارس
من داخل الفيلا
 الدور الارضي يتكون من مجلس ومقلط وصاله وغرفتين نوم مع دورة مياه وم...",251.44,Medium
الرياض,حي السليمانية,شرق,420,17,6,5,3,1,1,1,1,0,0,1,0,1,0,0,1,1,1,150000,"🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴

‏فله ‏تشطيب رائع عليها صيانة دورية يوجد شقة في السطح ولكن تبع البيت يوجد كرسي كهربائي لل مقعدين للصعود من الدور الأرضي الى الدور الأول يوجد عدد اثنين مستودع
مطبخ راكب غرفة سائق وخادمة 

🔴🔴🔴🔴🔴🔴🔴🔴🔴",357.14,Old
الرياض,حي المونسية,شمال,360,2,4,4,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,65000,فيلا للايجار بحي المونسيه قريبه من جميع الخدمات ومن المسجد مساحه ٣٦٠ متر واجهه شماليه شارع ١٥ درج داخلي تتكون من حوش ومشب ومجلس ومقلط وصاله ومجلس نساء وغرفه كبار السن ومطبخ ومستودع والدور الثاني به ٣غرف نوم ماستر والدور الثالث غرفه خادمه مع السطح (وب...,180.56,Modern
الرياض,حي المونسية,جنوب,323,3,4,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,80000,"للايجار فيلا موثثه
  مكيفات   مطبخ  ٢ غرف نوم و مجا لس  
  المونسيه  طريق الصحابه 
ملحق ومجلس مقلط ٢صاله مطبخ غرفه 
الدور الثاني ٣غرف نوم وصاله  
الدور الثالث غرفة خادمه 
غرفة سايق 
لايجار سنوي ب٨٠الف قابله التفاوض..",247.68,Modern
الرياض,حي المونسية,شمال,350,2,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,65000,"السلام عليكم ورحمة الله وبركاته

فيلا مستخدمه حوالي سنتين ومجدده بالكامل سباكه وكهرباء وطلاء مساحه 350 متر واجه شماليه شارع 15 درج داخلي وشقتين قريبه من مسجد وقريبه من جميع الخدمات تتكون من مدخل سياره وحوش ومشب وصالاتين ومقلط ومجلس نساء ومطبخ ومستودع...",185.71,Modern
الرياض,حي المونسية,شرق,313,2,4,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,70000,"فيلا  للايجار مدخل سياره غرفة سايق ملحق 
  تحت مجلس مقلط ٢ صاله  مطبخ غرفه
  الثاني   ٤غرف نوم 
الثالث غرفة خادمه موثثه 
المكيفات راكبه  والمطبخ  وصاله طعام بلايضافه للمجالس  وفرش الصاله   و٢ غرفة نوم... عمر الفيلا ٢سنه 
 المونسيه  الحي الغربي  علي ا...",223.64,Modern
الرياض,حي العارض,جنوب غربي,260,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,150000,,576.92,New
الرياض,حي الرحمانية,شمال,300,2,3,5,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,220000,"مجمع سكني في الرحمانية 
فيلا مساحة 300م 
3 غرف نوم ماستر - صالتين - مطبخ - غرفه خادمه - غرفه غسيل - غرفه سائق - مسبح خاص - كراج سياره خاص للفيلا",733.33,Modern
الرياض,حي النرجس,غرب,280,0,3,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,95000,"فيلا فاخرة للايجار - مشارف هيلز

الدور الارضي: مجلس وصالة ومطبخ

الدور الأول: صالة وغرفة نوم ماستر مع غرفة ملابس وغرفتين نوم اضافية

الدور الثاني: غرفة خادمة وغرفة غسيل

كما يوجد مدخل خاص للسيارة ( كراج ) وغرفة سائق

للتواصل/
0504222242
0554222242",339.29,New
الرياض,حي النهضة,شرق,750,24,5,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,85000,فله كامل درج داخلي الارضي مكون من مجلس خارجي ومشب وغرفه ومطبخ وصاله ومقلط وغرفة شغاله فوق اربع غرف ومطبخ ++شقتين ارضي مكون من ثلاث غرف ومطبخ وصاله الموقع حي الخيلج خلف مشغل لوزه,113.33,Old
الرياض,حي الروضة,شمال شرقي,880,18,7,5,3,1,1,1,1,0,1,1,0,1,0,0,1,0,1,120000,"فيلا مساحة ٨٨٠م٢
شارعين (شمالي ٢٠ شرقي ١٥)
دورين 
الدور الأرضي 
-عدد ٣ صالات 
-مجلس كبير 
-مجلس نساء 
-مطبخ
-مستودع كبير 
-غرفة غسيل
-عدد ٣ حمامات
الدور الاول 
-جناح نوم رئيسي
-٣ غرف نوم 
-غرفة كوي 
-مستودع
السطح
-غرفة خادمة
-مستودع
الحوش
-مجلس رسمي ...",136.36,Old
الرياض,حي الرمال,شمال,260,0,6,5,3,1,1,0,1,0,0,0,0,1,0,0,1,0,0,50400,"فيلا درج داخلي زاوية على شارعين
جديدة مكونة من :

• الدور الأرضي :
مدخل سيارة وحوش
مجلس واسع + مقلط + صالة وصالة جانبية + غرفة كبار سن
+ مطبخ ومستودع + دورتين مياه

• الدور العلوي :
صالة + 4 غرف نوم واحده منهم ماستر بصالة جانبية + 3 دورات مياه

• الد...",193.85,New
الرياض,حي العليا,شرق,300,13,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,100000,"فلا  في مجمع (كمباوند)
نظيفه..
مطبخ راكب..
مدخل خاص ومدخل سياره..
تكييف مخفي..
يحتوي المجمع على :
ملعب تنس..
ملعب سكواتش..
ساحة العاب للاطفال..
ملعب كره ..
حراسه مع صيانه..
صالة تمارين..
صالة طعام..
مسبح..
السعر 100000  
.........
اذا حللت اباحة السع...",333.33,Medium
الرياض,حي العارض,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,New
الرياض,حي القادسية,جنوب,300,0,2,5,2,1,1,0,1,1,0,0,0,1,0,1,1,0,1,60000,فله درج داخلي,200.0,New
الرياض,حي الرحمانية,شرق,300,5,3,5,2,1,1,1,1,0,1,0,1,1,1,0,1,0,0,220000,"فيلا للايجار  داخل كمباوند... 
بحي الرحمانيه خلف مستشفى الحبيب ال علي التخصصي...
ثلاثة غرف نوم 
صالتين ومطبخين مطبخ رئيسي ومطبخ في القبو  
 غرفة شغاله
 غرفة غسيل
 غرفة خادمه... 
يوجد قبو ومسبح خاص لكل فيلا  وكراج سيارتين. 
مكيفات مخفيه راكبه دواليب خ...",733.33,Modern
الرياض,حي الملقا,شمال,200,0,5,5,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,120000,"ماشاء الله تبارك الله فيلا بحي الملقا بمدينة الرياض دبلوكس جديدة بناء شخصي للايجار.

الدور الأرضي: مجلس رجال بدورة مياه، صالة، مطبخ مع غاز مركزي، مجلس نساء دورة مياه. 

الدور الأول: غرفة نوم رئيسية مع دورة مياه مؤسس لها جاكوزي، صالة، غرفة نوم بدورة م...",600.0,New
الرياض,حي الرمال,شمال,390,3,4,5,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,50000,"0533321463
0553267502",128.21,Modern
الرياض,حي ظهرة البديعة,شرق,312,7,6,5,2,1,1,0,1,1,1,0,0,1,0,0,1,0,0,52000,"فلة في حي ظهرة البديعة ٣١٢ متر عمر العقار اقل من ٧ سنين جديد ومكيفاته راكبه ويوجد به مجلس رجال مأثث 
الدور الاول مجلسين وصالة ودورتين مياه 
الدور الثاني ٤ غرف نوم و٤ دورات مياه
الدور الثالث ٣ غرف ودورة مياه وسطح واسع",166.67,Medium
الرياض,حي الياسمين,شمال,350,3,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,95000,"للايجار فيلا في حي الياسمين 
مكون من 
تحت مجلس ومقلط وصاله 
مطبخ مكيفات راكب  مدخل سيارة وحوش غرفه سايق 
فوق ٣غرف نوم 
في سطح غرفه نوم 
غرفه خادمه",271.43,Modern
الرياض,حي الياسمين,شرق,350,0,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,95000,"للايجار فيلا في حي الياسمين 
مكون من تحت مجلس ومقلط وصاله غرفة سايق مدخل سيارة حوش 
فوق ٣غرف نوم 
في سطح غرفه خادمه 
غرفه نوم
السعر ٩٥الف",271.43,New
الرياض,حي التعاون,شرق,250,15,5,5,4,1,1,1,1,0,1,0,0,1,0,1,1,0,0,100000,فله دبلكس للايجار مطبخ مكيفات راكب,400.0,Medium
الرياض,حي العارض,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,New
الرياض,حي عرقة,شرق,400,4,7,5,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,80000,"فيلا للايجار درج بصاله

المواصفات:
— الدور الارضي
- مجلس رجال
- مقلط رجال
- دورة مياه
- صاله كبيره
- مقلط نساء
- دورة مياه
- مطبخ راكب + مستودع - غرفة خادمه ودورة مياه
- جلسه خارجيه ومساحة حديقة

— الدور الاول
- غرفة نوم ماستر مع دورة مياه
- غرفتين ن...",200.0,Modern
الرياض,حي القادسية,جنوب,370,0,5,4,2,1,1,0,1,0,0,1,0,1,0,0,0,1,0,60000,"فيلا للايجار جديده من المالك نفسه
مدخل سياره وملحق ومجلس ومقلط ودورة مياة رجال
صاله كبير وغوفه كبار السن ماستر
الدور الثاني صاله و٣ غرف نوم

جوال 0566697978",162.16,New
الرياض,حي الفيحاء,شمال شرقي,650,12,7,5,3,1,1,1,1,0,1,1,1,1,0,0,0,0,1,100000,"فيلا وشاليه للأيجار او للبيع مساحة 650 م العمر 11-12 سنوات أما البيع فهو على السوم
الموقع جداً ممتاز حي الفيحا مخرج 15 
بجوار نادي بودي ماستر مقابل حديقة الرواسي مباشرة وخلفه مباشرة صراف آلي وبعدها المسجد 
الفيلا على شارعين شمالي شرقي 
والفيلا كلها ت...",153.85,Medium
الرياض,حي القادسية,جنوب,360,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,1,1,0,55000,"فيلا للاجار حي لقادسيه
مكونه من مشب 

مجلس ومقلط مطبخ   وصاله ومجلس نساء وغرفه كبار السن  ٣ غرفه نوم ماستر  وغرفه شغاله  السعر ٥٠ الف دفعه اولئ  او٥٥ دفعتين",152.78,New
الرياض,حي السليمانية,شمال,2944,0,5,4,3,1,0,1,0,0,1,1,1,1,0,0,0,0,0,700000,مجمع فلل كمبوند صغير به ٦ فلل سكنية كل فيلا تتكون من ٥ غرف نوم وصاله ومجلس ومقلط و٤ حمام و١مطبخ الفيلا دوبلكس دورين ارضي واول كما يوجد ٢ مسبح كبير في الكمبوند وغرف للسواقين والحراس ايجار الفيلا الواحدة  ١٣٠ الف ريال ويمكن تاجير المجمع بالكامل والسعر ...,237.77,New
الرياض,حي الشهداء,شمال,300,11,5,5,3,0,1,1,1,0,0,1,0,1,0,0,1,0,0,70000,,233.33,Medium
الرياض,حي الملك فهد,غرب,825,34,7,5,5,1,1,1,1,0,1,1,0,1,1,0,1,0,1,145000,"-الواجهة غربية شارع 20
-مساحة الارض 825
-عمر العقار 34 سنة.
-مكيفات راكبه.
-الحوش: غرفة سائق مع دورة مياه +مدخل سيارة+ بيت شعر +ملحق + دورات المياه عدد 2.
-القبو: غرفة تخزين + غرفة (بالامكان ان تكون غرفة نوم او جلسة).
-الدور الارضي: مجلس عدد 2 + صالة...",175.76,Old
الرياض,حي العقيق,شرق,900,20,5,5,4,1,1,1,1,0,1,0,0,1,0,0,1,0,0,200000,للايجار فيلا درج داخلي تحت استقبال كامل والدور العلوي 5غرف نوم,222.22,Old
الرياض,حي العارض,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,New
الرياض,حي القادسية,جنوب,360,0,4,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,55000,"فيلا للايجار درج داخلي  بحي القادسيه مخطط الدانه التفاصيل  مشب وحوش _ مجلس رجال _ مقلط _ صالة _ مجلس حريم _غرفه كبار السن _مطبخ _ الدور الأول _ صاله وثلاث غرف نوم _ صاله  _ الدور الثاني غرفه شغاله وغرفه غسيل بدون سطح السعر ٥٥٠٠٠ /
طبعا الموقع غير دقي...",152.78,New
الرياض,حي العارض,شمال غربي,200,5,3,5,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,110000,"فيلا ايجار  مؤثثه بالكامل اثاث جديد 
            
الموقع دانه الياسمين

الدور الاول جلسه خارجيه  مجلس رجال وصاله  استقبال كبيره ومطبخ  مع كامل اجهزته ودورتين مياه مدخل خاص بالرجال ومدخل خاص بالنساء 
الدور الثاني صاله  غرفه نوم رئيسيه وغرفتين اضافيه و...",550.0,Modern
الرياض,حي الرائد,غرب,350,0,6,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,300000,,857.14,New
الرياض,حي العارض,شرق,300,0,4,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,130000,فيلا دبلوكس للايجار  شمال الملك سلمان طريق ابو بكر الصديق المساحة ٣٠٠م الدور الأرضي استقبال ودور الأول 4 غرف صالة 3 دورة مياة مع مكيف اسبلت في حي النرجس شمال الملك سلمان طريق ابو بكر الصديق الدور الثاني غرفة خادمة وغرفة غسيل وحمام الحوش واسع مع ملحق ...,433.33,New
الرياض,حي القادسية,غرب,250,0,5,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,50000,"فيلا للايجار بحي القادسيه مساحه 250 تتكون من حوش+ مدخل سياره+ مشب+ مجلس رجال +مقلط +صاله +مجلس نساء+
غرفة كبار السن او معاقين + الدور الاول 4 غرف وصاله منهم غرفتين ماستر عرض الشارع 20غربي  السعر 58000 دفعتين كل ستة اشهر دفعة للإستفسار ابو سلمان جوال ...",200.0,New
الرياض,حي الرمال,شمال,360,0,4,5,3,1,1,0,0,0,0,1,0,1,0,1,1,0,0,50000,"فيلا للايجار 
درج داخلي دورين  مودرن 
٤ غرف نوم ٢ عادية ٢ ماستر 
مجلس مقلط مشب مطبخ ٥ حمامات ٣ صالات 
مكيفات سبليت 
الحي جدا هادئ والجيران محترمين 
واجهه حجر  موقع استراتيجي قريب من  المطار 
 القطار  سار 
جامعة الاميرة نورة 

الدفع  سنوي 50 
 نصف سنو...",138.89,New
الرياض,حي الرمال,جنوب,372,0,5,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,50000,"يوجد فيلا درج داخلي للاجار 
يوجد بها فالدور الارضي : مشب + مجلس + مقلط + مطبخ + غرفه كبار السن + صالتين 
وفالدور العلوي : 4 غرف 2 ماستر
وغرفه للخادمه مع دوره مياه 
وغرفه لسايق",134.41,New
الرياض,حي الياسمين,شمال شرقي,500,10,4,5,2,1,1,1,1,0,1,1,1,1,0,0,1,0,0,110000,"السامي للعقارات 
0556100687

الفيلا فيها مسبح وغرفه للسائق

اذا دفعه سنتان ١٨٠ الف
واذا سنه دفعه ١٠٠ الف",220.0,Medium
الرياض,حي العارض,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,New
الرياض,حي القادسية,شرق,370,0,4,3,2,0,1,1,1,1,0,1,0,1,0,0,1,0,0,55000,"للتواصل
 فيلا درج داخلي للايجار السنوي جديده في القاىسيه
مشب
مدخل سياره
مجلس
مقلط
مطبخ
صالات
غرفة كبار سن
3 غرف نوم 3
يوجد فيلا درج داخلي للايجار السنوي جديده في الرمال
288 متر 
40 الف سنوي
دورات مياه
عرفة سغاله مع سطح
القادسيه
للتواصل

0551228233",148.65,New
الرياض,حي الملز,جنوب شرقي,750,35,7,4,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,70000,"تقع الفله علي شارعين -شمالي و شرقي-
 في حي الملز  في منطقه حيويه 
الفله مدهونه ومجدده  كهرباء وسباكه 
تحتوي علي 8غرف و مطبخين  2 بلكونه و2صاله  
توجد مساحه داخليه كبيره -حوش-",93.33,Old
الرياض,حي النرجس,غرب,375,2,5,5,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,100000,"للايجار فيلا حي النرجس 
مكون من مجلس مقلط وصاله 
غرفة سايق مدخل سيارة حوش 
فوق ٤غرف نوم 
في سطح غرفة خادمه 
مع سطح 
الفيلا ممتازة جدا 
السعر١٠٠الف",266.67,Modern
الرياض,حي النرجس,غرب,375,2,5,5,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,100000,"للايجار فيلا في حي نرجس 
ممتاز جدا 
مكون  من تحت مجلس ومقلط وصاله 
غرفه سايق مدخل سيارة 
حوش 
فوق ٤غرف نوم 
في سطح غرفه خادمه 
مع سطح 
مطبخ مكيفات راكب 
السعر١٠٠الف",266.67,Modern
الرياض,حي القيروان,شمال,337,0,5,5,3,1,0,1,1,0,1,0,0,0,0,0,1,0,1,120000,فيلا جديدة وموقع ممتاز,356.08,New
الرياض,حي الجزيرة,جنوب شرقي,482,25,5,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,70000,"فيلا شبه جديده من الداخل سيتم التأجير مع الاثاث .
تتكون من دور واحد فيها غرفة نوم رئيسيه بداخلها دورة مياه و 2 غرفة نوم بينهما دورة مياه.
وصالة ومطبخ ومجلس ومقلط. 
كذلك يوجد بالسطح غرفة خادمه +مخزن.",145.23,Old
الرياض,حي حطين,جنوب,263,5,7,5,3,1,1,1,1,0,0,1,0,1,0,1,1,1,1,160000,"فيلا حطين 
- المساحة  263 متر 
- الايجار  160 الف 
- مجلس رجال ،مجلس نساء  صار بالشبابيك مع ستائر 
- 2 مطبخ ،، 6  حمامات 
- شقه بالسطح غرفة خادمة وغرفة غسيل ملابس 
 -حديقه بالسطح بالثيل الصناعى مع مظله، كاميرات داخليه  
- مكيف مخفى للدور الارضى مع ال...",608.37,Modern
الرياض,حي الروضة,شرق,400,29,5,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,70000,"فله للأيجار

الدور الأرضي: ثلاث غرف وصالة كبيرة وثلاث دورات مياه
الحوش فيه ملحق ودورة مياه
الدور الأول: ثلاث غرف و صالة و دورتين مياه ومخزن
السطح: غرفتين و دوره مياة

( مناسبة للشركات)",175.0,Old
الرياض,حي شبرا,3 شوارع,1400,30,5,5,2,1,1,1,1,0,1,1,1,1,0,0,1,0,1,150000,"فيلا مع استراحة للإيجار في حي شبرا 
المساحة الإجمالية 1400م 
مساحة الفيلا 900م
مساحة الاستراحة 500م
على 3 شوارع شرقي شارع 10م شمالي شارع 10م جنوبي شارع 15م
الفيلا الدور الأرضي 2 بيت شعر 2مجالس 2مطابخ 3غرف نوم 4 دورات مياه
الدور الاول 7غرف مطبخ 3دورات...",107.14,Old
الرياض,حي ظهرة لبن,غرب,312,0,4,5,2,0,0,1,1,0,0,1,0,1,0,0,1,0,1,60000,فيلا للأيجار واصل الماء وجميع الخدمات عمر العقار سنه في حالة يتم الدفع سنه كامله يتم تنزيل المبلغ لايجود الدفع شهري او كل ثلاث شهور,192.31,New
الرياض,حي الملقا,شمال,228,0,4,4,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,130000,فيلا جديدة متلاصقة في كامباوند مفتوح من ٦ فلل بحي الملقا على شكل طراز عمراني أمريكي جميل من نوعه ويوجد بينهم حديقة مشتركة ، ومساحات داخلية ، وغرف للسائقين ، والمميز بجانبها مسجد وجامع ، ويوجد فيها حوش داخلي خاصة بالفيلا مفتوح بزجاج كامل على الصالة ال...,570.18,New
الرياض,حي المونسية,شرق,300,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,60000,"نسيم الواحه👌
فيلا موقع ومساحه وتصميم ممتازه
خلف بحر الاسعار بالمونسيه 
للايجار سنوي 60الف دفعتين
فيلا موقع ومساحه وتصميم ممتازه
شارع 20 
مدخل سياره 
حوش 
مجلس رجال
مشب
مقلط
غرفه كبار سن
مطبخ بمستودع
يوجد 11مكيف ٢٤ جدد راكبين
صاله درج كبيره 
مجلس نسا...",200.0,New
الرياض,حي القادسية,جنوب,372,0,4,4,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,60000,"درج داخلي للايجار مع شقتين جديد    القادسية
مدخل سياره كبير
مشب كبير
مجلس رجال كبير مع حمام خاص
مقلط
صاله كبيره بمدخل خاص للنساء
مجلس نساء مع نافوره مياه 
موسس مصعد 
غرف نوم كبار سن
مطبخ كبير مع مستودع
الدور الثاني
4 غرف نوم منهم اثنين ماستر

الدور ا...",161.29,New
الرياض,حي العارض,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,New
الرياض,حي بدر,3 شوارع,870,33,5,5,2,1,1,1,0,0,0,1,0,1,0,0,1,0,0,65000,بيت علي 3 شوارع الرئيسي شارع 30مناسب ايجار للشركات والمؤسسات التي تبحث عن مواقف وسكن وخدمات عامه الموقع مميز للدخول والخروج منه عدد غرف النوم 8 درج صاله قابل للفصل دورين,74.71,Old
الرياض,حي الضباط,شمال شرقي,750,15,7,5,5,1,1,1,1,1,1,0,0,1,0,0,1,0,0,115000,فيلا تقع في حي الضباط بالقرب من مدارس الشعلة و المدارس العالميةو مستشفى قوى الامن، فاخرة، تشبيط ديلوكس،مدخل سيارة يتسع لعدد 4 سيارات، تتكون من دورين + دور ثالث خدمات يحتوي على مطبخ و غرفة خادمة بدورة مياه، مجهز ب 9 مكيفات سبيلت بحالة شبه جديدة ، تقع ...,153.33,Medium
الرياض,حي الربوة,شمال شرقي,300,0,4,4,2,1,1,1,1,0,1,1,1,1,1,1,1,0,0,125000,"للإيجار
فلل-داخل مجمع سكني(كمباوند)في حي الربوه
لايتم تأجير اي عميل الا بعد ان يجري المقابلات الشخصيه مع ادارة الشركه وذلك للمحافظه على حقوق المستأجرين وصنع التناغم بين جميع المستأجرين وتوفير سبل الراحه لهم .
المتبقي فيلا وحدة فقط

خدمات المجمع
 مسبح...",416.67,New
الرياض,حي المونسية,جنوب,375,0,4,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,55000,"فيلا درج داخلي 
مطلوب 55 
للتواصل 0542799570",146.67,New
الرياض,حي القدس,شرق,540,25,5,5,2,1,1,1,0,0,1,1,0,1,0,0,1,0,1,90000,"فيلا دورين درج داخل الصاله 
يوجد بها مطبخ في الدور الأرضي مركب
عدد الغرف بالدور الارضي ٢ ومقلط ودوانيه ٣ دورات مياه و يوجد ملحق وبيت شعر ومدخل سياره وغرفه للسائق 
عدد الغرف فوق ٥ غرف وصاله و ٣ دورات مياه",166.67,Old
الرياض,حي اشبيلية,غرب,225,5,5,5,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,65000,"فله درج داخلي نظيفة جدا متلاصقه من الخلف امام مرفق وحديقه اشبيليا ومسجد قريب كليه الفرابي وطريق الملك عبدالله حي راقي متوفر كل الخدمات
للايحار او البيع",288.89,Modern
